availablefrom,availableuntil,buildingnumber,categories/0,description,geolocation/0/latitude,geolocation/0/longitude,geolocationentrances/0/latitude,geolocationentrances/0/longitude,id,image/fullurl,image/thumbnail,maxzoomlevel,minzoomlevel,name,openinghours/hasopeninghours,openinghours/opennow,openinghours/unknown,openinghours/weekdays/0/day,openinghours/weekdays/0/fulltext,openinghours/weekdays/0/timestext,openinghours/weekdays/1/day,openinghours/weekdays/1/fulltext,openinghours/weekdays/1/timestext,openinghours/weekdays/2/day,openinghours/weekdays/2/fulltext,openinghours/weekdays/2/timestext,openinghours/weekdays/3/day,openinghours/weekdays/3/fulltext,openinghours/weekdays/3/timestext,openinghours/weekdays/4/day,openinghours/weekdays/4/fulltext,openinghours/weekdays/4/timestext,openinghours/weekdays/5/day,openinghours/weekdays/5/fulltext,openinghours/weekdays/5/timestext,openinghours/weekdays/6/day,openinghours/weekdays/6/fulltext,openinghours/weekdays/6/timestext,openinghours/weekdaytext/0,parent,shortdescription,zoomlimit,openinghours/periods/0/close/day,openinghours/periods/0/close/time,openinghours/periods/0/open/day,openinghours/periods/0/open/time,openinghours/periods/1/close/day,openinghours/periods/1/close/time,openinghours/periods/1/open/day,openinghours/periods/1/open/time,openinghours/periods/2/close/day,openinghours/periods/2/close/time,openinghours/periods/2/open/day,openinghours/periods/2/open/time,openinghours/periods/3/close/day,openinghours/periods/3/close/time,openinghours/periods/3/open/day,openinghours/periods/3/open/time,openinghours/periods/4/close/day,openinghours/periods/4/close/time,openinghours/periods/4/open/day,openinghours/periods/4/open/time,openinghours/weekdaytext/1,openinghours/weekdaytext/2,openinghours/weekdaytext/3,openinghours/weekdaytext/4,openinghours/weekdaytext/5,openinghours/weekdaytext/6,categories/1,openinghours/periods/5/close/day,openinghours/periods/5/close/time,openinghours/periods/5/open/day,openinghours/periods/5/open/time,openinghours/periods/6/close/day,openinghours/periods/6/close/time,openinghours/periods/6/open/day,openinghours/periods/6/open/time,categories/2,area/0/latitude,area/0/longitude,area/1/latitude,area/1/longitude,area/2/latitude,area/2/longitude,area/3/latitude,area/3/longitude,area/4/latitude,area/4/longitude,area/5/latitude,area/5/longitude,area/6/latitude,area/6/longitude,area/7/latitude,area/7/longitude,area/8/latitude,area/8/longitude,area/9/latitude,area/9/longitude,area/10/latitude,area/10/longitude,image,keywords/0,keywords/1,keywords/2,keywords/3,openinghours/periods/7/close/day,openinghours/periods/7/close/time,openinghours/periods/7/open/day,openinghours/periods/7/open/time,openinghours/periods/8/close/day,openinghours/periods/8/close/time,openinghours/periods/8/open/day,openinghours/periods/8/open/time,openinghours/periods/9/close/day,openinghours/periods/9/close/time,openinghours/periods/9/open/day,openinghours/periods/9/open/time
2016-06-03T12:42:58.127Z,,2,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"The 'Spiegel' building is the
home base of various support services of the University of Twente, in the area
of personnel affairs, finance, ICT support, communication and policy. The 'Spiegel'
building also accommodates various lecture halls, a canteen and project spaces
that students can use. The 'Spiegel' also houses the Study Information Centre
(SI) of the University of Twente. In the Study Information Centre students
answer questions from pre-university education pupils across the various study
programmes of the University of Twente.Â <b>Architecture by Wim van Tijen</b>





This building dates from the heyday of the New Objectivity. The architecture
is proud, with clean, imposing lines and few ties toÂ the surroundings.
Initially, Van Tijen wanted to put the building on legs, inspired as he was by
the famous architect Le Corbusier. The building was given an energy-saving skin
in 2000; hence its new name 'Spiegel' (Mirror).Â ",52.239785,6.850002,52.23979,6.850018,poiobject:73DC5B08511169701208EA2318DD7391,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ic9/acb9260103db046d0035cbf403723b0b007b14cd030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i9e/53cec30103db046d0035cbf403723b0b007b14cd030701c1da00da0080.jpg,12,0,Spiegel,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:00 - 18:00,08:00 - 18:00,Tuesday,Tuesday: 08:00 - 18:00,08:00 - 18:00,Wednesday,Wednesday: 08:00 - 18:00,08:00 - 18:00,Thursday,Thursday: 08:00 - 18:00,08:00 - 18:00,Friday,Friday: 08:00 - 18:00,08:00 - 18:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,,"The 'Spiegel' building is the home base of various support services of the University of Twente, in the area of personnelâ€¦",15,1,1800,1,0800,2,1800,2,0800,3,1800,3,0800,4,1800,4,0800,5,1800,5,0800,Monday: 08:00 - 18:00,Tuesday: 08:00 - 18:00,Wednesday: 08:00 - 18:00,Thursday: 08:00 - 18:00,Friday: 08:00 - 18:00,Saturday: Closed,,,,,,,,,,,52.239413,6.849653,52.239993,6.850223,52.240075,6.849995,52.240211,6.850104,52.240205,6.849723,52.23993,6.849634,52.239911,6.84949,52.239781,6.84949,52.240193,6.848408,52.239991,6.848177,52.239413,6.849653,,,,,,,,,,,,,,,,,
2016-06-03T12:46:16.970Z,,47,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"The 'Vrijhof' is the cultural
heart of the campus with performances, concerts, cultural courses and lectures.
It contains artistsâ€™ studios, pop recording studios, an artothÃ¨que and a
theatre cafÃ©. Every month a new art exhibition is organized. The 'Vrijhof' also
houses the central library, in which the visitor can view the Paul Citroen art
collection. With its rounded corners, the building's style has a great
resemblance with the 'Bastille'. Architecture by Jan
Verster &amp; Hylke Gjaltema.",52.243345,6.852905,52.243438,6.853049,poiobject:79E9C139465BB2169806FF70067253CD,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i6d/a1ca670103b3056d004bc8f403723b0b00a754d4030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i91/ee1bb60103b3056d004bc8f403723b0b00a754d4030701c1da00da0080.jpg,12,0,Vrijhof Cultural Centre,true,false,false,Sunday,Sunday: 09:00 - 20:00,09:00 - 20:00,Monday,Monday: 08:00 - 24:00,08:00 - 24:00,Tuesday,Tuesday: 08:00 - 24:00,08:00 - 24:00,Wednesday,Wednesday: 08:00 - 24:00,08:00 - 24:00,Thursday,Thursday: 08:00 - 24:00,08:00 - 24:00,Friday,Friday: 08:00 - 24:00,08:00 - 24:00,Saturday,Saturday: 09:00 - 20:00,09:00 - 20:00,Sunday: 09:00 - 20:00,,"The 'Vrijhof' is the cultural heart of the campus with performances, concerts, cultural courses and lectures. It containsâ€¦",0,1,00-1,1,0800,2,00-1,2,0800,3,00-1,3,0800,4,00-1,4,0800,5,00-1,5,0800,Monday: 08:00 - 24:00,Tuesday: 08:00 - 24:00,Wednesday: 08:00 - 24:00,Thursday: 08:00 - 24:00,Friday: 08:00 - 24:00,Saturday: 09:00 - 20:00,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,6,2000,6,0900,0,2000,0,0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:55:26.305Z,,12,poicategory:4A2B200C4318F7D5CDE0661CA7A71557,"The Coffee Corners in the
buildings 'Ravelijn' and 'Waaier' serve an excellent cup of coffee (or tea),
accompanied by a muffin if you want.",52.238536,6.856842,52.238112,6.857889,poiobject:5AD4535EB4D2A49EEEE7A91B2A4C6983,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i63/7840260103b960a20017d4ce02fe3b0b007c8074020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i85/ad2b9a0103b960a20017d4ce02fe3b0b007c8074020701c1da00da0080.jpg,12,0,Coffee Corner Waaier,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 10:00 - 16:00,10:00 - 16:00,Tuesday,Tuesday: 10:00 - 16:00,10:00 - 16:00,Wednesday,Wednesday: 10:00 - 16:00,10:00 - 16:00,Thursday,Thursday: 10:00 - 16:00,10:00 - 16:00,Friday,Friday: 10:00 - 16:00,10:00 - 16:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:A1C8D0CE949EAB5695C04D31FAE44B3D,"The Coffee Corners in the buildings 'Ravelijn' and 'Waaier' serve an excellent cup of coffee (or tea), accompanied by a muffinâ€¦",0,1,1600,1,1000,2,1600,2,1000,3,1600,3,1000,4,1600,4,1000,5,1600,5,1000,Monday: 10:00 - 16:00,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:46:36.035Z,,12,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"The 'Waaier' building accommodates the largest
lecture halls of the University of Twente. Moreover the two largest halls can
be interconnected by means of flexible partitioning. The result is one large
hall which can seat as many as 750 people. The building is used for lectures,
conferences and academic ceremonies, such as doctoral degree ceremonies and
inaugural lectures. The student restaurant (mensa) is also located in the
Waaier. Students and staff can come here for hot meals, sandwiches and snacks. The building has been completely renovated recently.<br/>",52.238536,6.856842,52.238112,6.857889,poiobject:A1C8D0CE949EAB5695C04D31FAE44B3D,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i2c/012b350103c3056d0062c8f403723b0b001770f9030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/icd/c763390103c3056d0062c8f403723b0b001770f9030701c1da00da0080.jpg,12,0,Waaier,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:00 - 20:00,08:00 - 20:00,Tuesday,Tuesday: 08:00 - 20:00,08:00 - 20:00,Wednesday,Wednesday: 08:00 - 20:00,08:00 - 20:00,Thursday,Thursday: 08:00 - 20:00,08:00 - 20:00,Friday,Friday: 08:00 - 19:00,08:00 - 19:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,,The 'Waaier' building accommodates the largest lecture halls of the University of Twente. Moreover the two largest halls can beâ€¦,0,1,2000,1,0800,2,2000,2,0800,3,2000,3,0800,4,2000,4,0800,5,1900,5,0800,Monday: 08:00 - 20:00,Tuesday: 08:00 - 20:00,Wednesday: 08:00 - 20:00,Thursday: 08:00 - 20:00,Friday: 08:00 - 19:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:54:36.164Z,,,poicategory:4A2B200C4318F7D5CDE0661CA7A71557,You can enjoy a delicious Starbucks cup of coffee and more in the EducafÃ© of the Zilverling building.Â ,52.239102,6.856232,52.239152,6.856504,poiobject:A5CAF935FF45F95ED4F1F346ADC873F4,http://campusapp.webhare-test.utsp.utwente.nl/.uc/idc/83feee01032b58a200f210ce02b13b0b0060e0ba010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i13/33b5ff01032b58a200f210ce02b13b0b0060e0ba010701c1da00da0080.jpg,12,0,Starbucks Coffee,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:00 - 18:00,08:00 - 18:00,Tuesday,Tuesday: 08:00 - 18:00,08:00 - 18:00,Wednesday,Wednesday: 08:00 - 18:00,08:00 - 18:00,Thursday,Thursday: 08:00 - 18:00,08:00 - 18:00,Friday,Friday: 08:00 - 18:00,08:00 - 18:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:88DA3C57E75C13E77A26AEC2C3CCB21E,You can enjoy a delicious Starbucks cup of coffee and more in the EducafÃ© of the Zilverling building.Â ,0,1,1800,1,0800,2,1800,2,0800,3,1800,3,0800,4,1800,4,0800,5,1800,5,0800,Monday: 08:00 - 18:00,Tuesday: 08:00 - 18:00,Wednesday: 08:00 - 18:00,Thursday: 08:00 - 18:00,Friday: 08:00 - 18:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:49:55.176Z,,11,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"The 'Zilverling' is the home
base of students and staff of the Electrical Engineering, Mathematics and
Computer Science faculty of the research institute CTIT. In the building
research is conducted into, among other things, how to improve the reliability
of ICT networks. Research is also conducted into the way in which small, cheap
sensors can be used for tracing oil leaks deep into the ocean or to measure the
water quality of the Great Barrier Reef in Australia. Among other things the 'Zilverling'
accommodates the Smart XP Lab. This Laboratory is highly suitable for
interdisciplinary research, such as research into the interaction between
humans and robots. The purpose of the laboratory is to have researchers look at
experiments intuitively, from different perspectives.",52.239236,6.856456,52.239152,6.856497,poiobject:88DA3C57E75C13E77A26AEC2C3CCB21E,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if4/49e0b00103fa056d00f2c8f403723b0b00f088fc030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if3/cc724d0103fa056d00f2c8f403723b0b00f088fc030701c1da00da0080.jpg,12,0,Zilverling,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:00 - 18:00,08:00 - 18:00,Tuesday,Tuesday: 08:00 - 18:00,08:00 - 18:00,Wednesday,Wednesday: 08:00 - 18:00,08:00 - 18:00,Thursday,Thursday: 08:00 - 18:00,08:00 - 18:00,Friday,Friday: 08:00 - 18:00,08:00 - 18:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,,"The 'Zilverling' is the home base of students and staff of the Electrical Engineering, Mathematics and Computer Science facultyâ€¦",0,1,1800,1,0800,2,1800,2,0800,3,1800,3,0800,4,1800,4,0800,5,1800,5,0800,Monday: 08:00 - 18:00,Tuesday: 08:00 - 18:00,Wednesday: 08:00 - 18:00,Thursday: 08:00 - 18:00,Friday: 08:00 - 18:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:17:46.311Z,,45,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"Until recently, this building
was used as research and education building of, for example, the Electrical
Engineering, Mathematics and Computer Science faculty. At this moment
redevelopment of the building is being considered.<b>Â </b><b>Architecture by Samuel
van Embden et al.</b>





Van Embden designed this
ten-storey building in the spirit of the New Objectivity. He is totally
unambiguous about its purpose: it is a machine for studying. Technology is
proudly on display, as witnessed by the large air conditioning shafts. This
highly visible campus landmark is not in use at this moment, but there are
plans to refit it for student accommodation combined with a hotel.",52.243479,6.855869,52.243779,6.855528,poiobject:7271776483F0C127A2DC535E5C8E4337,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i0b/5e47780103d2026d0011d0f403763b0b0069dc52020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/icd/7deda30103d2026d0011d0f403763b0b0069dc52020701c1da00da0080.jpg,12,0,Hogekamp,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"Until recently, this building was used as research and education building of, for example, the Electrical Engineering,â€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T13:28:27.291Z,,,poicategory:ED5340BB14A2F25B367A91BB38668C26,"ManegeveldÂ is a foodballÂ field that is mainly used
for training purposes.Â ",52.24391,6.847712,52.243805,6.848989,poiobject:7C90C57DF51167EF80B223AD102D6E31,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iaa/3c140c010333076d002b452c04763b0b000d1a42020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i39/0fb61d010333076d002b452c04763b0b000d1a42020701c1da00da0080.jpg,15,0,"""Manegeveld""",false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,ManegeveldÂ is a foodballÂ field that is mainly used for training purposes.Â ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T13:26:49.056Z,,,poicategory:ED5340BB14A2F25B367A91BB38668C26,Verreveld is a foodballÂ field.,52.247813,6.851016,52.247274,6.851048,poiobject:B6B57049F453C239E889E6AA1F79C87F,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ibc/d6bb3a010320076d00d5c52e04763b0b000c5242020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i0d/8d02fd010320076d00d5c52e04763b0b000c5242020701c1da00da0080.jpg,15,0,"""Verreveld""",false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,Verreveld is a foodballÂ field.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T11:54:17.869Z,,32,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"The Biomagnetic Centre (BMC)
building is used by the Psychotherapy Centre. The establishment of a
Psychotherapy Centre was an initiative of the University of Twente.
BIG-registered psychotherapists with extensive experience in working with
students and university staff, have been working here since 2008.Â ",52.239321,6.864608,52.239358,6.864628,poiobject:134B881A00DA25FB24AE0D7B766DF83E,http://campusapp.webhare-test.utsp.utwente.nl/.uc/id1/ca6b8201038dfe6c0042e5f403763b0b00468e5f020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3a/b3ffe601038dfe6c0042e5f403763b0b00468e5f020701c1da00da0080.jpg,12,0,Biomagnetic Centre,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,The Biomagnetic Centre (BMC) building is used by the Psychotherapy Centre. The establishment of a Psychotherapy Centre was anâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T19:40:49.736Z,,,poicategory:2E59F7C5B2CBD0DD2983CDF07E2E95C4,"In the middle of the University
of Twente campus you'll find a large professional events ground that offers
room to 35,000 visitors. The ground is used for, among other things,
large-scale events such as Campuspop, Citymoves and Europe's largest students
festival: the Batavians Festival. Underneath the grass cover, the ground is
hardened and has been fitted with a drainage system, internet, power
connections, water supply and discharge, as well as facilities for placing
toilets.",52.241539,6.852657,52.241521,6.852116,poiobject:4B4D9C645E9DF37858E1E13A53A53450,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i55/1281a201032e5ba200b02f3204fe3b0b00ea3063020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iec/242b9c01032e5ba200b02f3204fe3b0b00ea3063020701c1da00da0080.jpg,15,0,"Event field - ""Ganzenveld""",false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"In the middle of the University of Twente campus you'll find a large professional events ground that offers room to 35,000â€¦",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:04:03.073Z,,5,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"All goods are delivered in
this building.",52.239739,6.853977,52.23965,6.853926,poiobject:28B304BECF942720AAF1992FD18ABD69,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i13/a4eb420103245ca200f7d89d02fe3b0b0039b163020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i64/e7f2650103245ca200f7d89d02fe3b0b0039b163020701c1da00da0080.jpg,15,0,Garage,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,All goods are delivered in this building.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T21:08:16.738Z,,,poicategory:8C20C7E8A2366A557E07479375389AD3,"You need a haircut? Then this
is the place to be. The best smelling coffee, the best music, friendly staff
and a set of very professional hands can turn any hairdo into a fashionable
hairstyle.",52.243799,6.851472,52.243779,6.851536,poiobject:A49D194BB1146871C9CC213AF33B5AA8,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i62/ee4ee101036f58a2009a1f8204fe3b0b00a5e563020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iad/dc8a1e01036f58a2009a1f8204fe3b0b00a5e563020701c1da00da0080.jpg,15,0,Hairdresser,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 10:00 - 18:00,10:00 - 18:00,Tuesday,Tuesday: 10:00 - 18:00,10:00 - 18:00,Wednesday,Wednesday: 10:00 - 18:00,10:00 - 18:00,Thursday,Thursday: 10:00 - 18:00,10:00 - 18:00,Friday,Friday: 10:00 - 18:00,10:00 - 18:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,,"You need a haircut? Then this is the place to be. The best smelling coffee, the best music, friendly staff and a set of veryâ€¦",21,1,1800,1,1000,2,1800,2,1000,3,1800,3,1000,4,1800,4,1000,5,1800,5,1000,Monday: 10:00 - 18:00,Tuesday: 10:00 - 18:00,Wednesday: 10:00 - 18:00,Thursday: 10:00 - 18:00,Friday: 10:00 - 18:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:40:32.668Z,,51,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"The 'Sky' complex consists of
87 student apartments, divided over nine floors. From the apartments you have a
splendid view of the sports fields and campus. All apartments have their own
sanitary facilities and a kitchen. The size of the apartments varies between 30
and 39 m2. Below the apartment complex a spacious supermarket and a
hairdresser are located. At the side of the complex you'll find the highest
climbing of the Netherlands, as well as a boulder wall.",52.243485,6.851223,52.243373,6.851016,poiobject:26AD09A7866F89D05ABB70BFFC4B205D,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ibf/fe6ee20103ba076d0064960e04763b0b002b1e4a020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i19/daaeb70103ba076d0064960e04763b0b002b1e4a020701c1da00da0080.jpg,15,0,Sky,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:415A793FCAA304AE5B5AEC522CD8F1AA,"The 'Sky' complex consists of 87 student apartments, divided over nine floors. From the apartments you have a splendid view ofâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,poicategory:7083211C9D71ACF6BBCC159902A687B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T20:35:52.179Z,,,poicategory:9FC0472E74FEDFD8BD056E2172B14083,,52.24125,6.856198,52.241476,6.856499,poiobject:B74405F37B3182D18685522963E52237,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iec/5bfa110103ea57a2008b436004b13b0b003324c8010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i84/b5dbcb0103ea57a2008b436004b13b0b003324c8010701c1da00da0080.jpg,15,0,Parking P1,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T20:37:13.826Z,,,poicategory:9FC0472E74FEDFD8BD056E2172B14083,,52.236657,6.858087,52.236785,6.85865,poiobject:23766AAFF45C7E653E4C9461531EC3CF,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i84/4f34d301039958a2009a8c6704b13b0b007b62c8010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i5d/54efb501039958a2009a8c6704b13b0b007b62c8010701c1da00da0080.jpg,15,0,Parking P3,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T19:28:38.080Z,,10,poicategory:9633E0C77CE5E08A89D02D1349309115,"The IGS (Institute for
Innovation and Governance Studies) focuses on the governing and management of
technological and social innovation. About 280 researchers from 14 departments
are attached to the institute. They perform research in both public and private
sector.",52.2391,6.855662,52.239096,6.855672,poiobject:483EC9A28CE506D43C9B490C7A7C1552,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i58/f643ec010337046d007cd4f403723b0b003a9ec7030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i42/2fae1c010337046d007cd4f403723b0b003a9ec7030701c1da00da0080.jpg,15,0,IGS,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:A98D6D1CC4332AD18BF66A6121D7EBFD,The IGS (Institute for Innovation and Governance Studies) focuses on the governing and management of technological and socialâ€¦,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
