name;buildingnumber;Lat;Long;Start_date;end_date;shortdescription;description;categories/0;categories/1;categories/2;image;imgURL;thumbnail;parent
IGS;10;52.2391;6.855662;;;The IGS (Institute for Innovation and Governance Studies) focuses on the governing and management of technological and social...;"The IGS (Institute for
Innovation and Governance Studies) focuses on the governing and management of
technological and social innovation. About 280 researchers from 14 departments
are attached to the institute. They perform research in both public and private
sector.";Research;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i58/f643ec010337046d007cd4f403723b0b003a9ec7030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i42/2fae1c010337046d007cd4f403723b0b003a9ec7030701c1da00da0080.jpg;poiobject:A98D6D1CC4332AD18BF66A6121D7EBFD
Ravelijn;10;52.2391;6.855662;;;The 'Ravelijn' building houses the Behavioural, Management and Social sciences faculty as well as the research institute IGS. It...;"The 'Ravelijn' building houses
the Behavioural, Management and Social sciences faculty as well as the research
institute IGS. It is the home base for education in the area of management and
technology, public administration, business and information technology, as well
as European studies and health sciences. Besides this multidisciplinary
research in the area of administration and management of technological and
social innovation is performed here.";Buildings;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i58/f643ec010337046d007cd4f403723b0b003a9ec7030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i42/2fae1c010337046d007cd4f403723b0b003a9ec7030701c1da00da0080.jpg;
Citadel;9;52.238873;6.855243;;;Several departments are located in the round 'Citadel' building. The service desk of the ICT Service Centre, the Notebook...;"Several departments are
located in the round 'Citadel' building. The service desk of the ICT Service
Centre, the Notebook Service Centre and Student Net Twente are located on the
first floor. Unversity College Twente and the TOM office (Twents Educational
Model) are located in the Citadel building as well. Moreover there are a small
number of lecture halls.";Buildings;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i66/d6e874010352ff6c001edbf403723b0b0093748f030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i57/14bdfc010352ff6c001edbf403723b0b0093748f030701c1da00da0080.jpg;
ICT Servicedesk;9;52.238814;6.855277;;;The ICT Services of the service department Library, ICT Services & Archive (LISA) offers support and advice to all employees and...;"The ICT Services of the
service department Library, ICT Services & Archive (LISA) offers support
and advice to all employees and students of the University of Twente concerning
questions and problems related to ICT. ";Facilities;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i0b/80e59a0103025da2008b71f802fe3b0b000d5a61020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i55/9d066b0103025da2008b71f802fe3b0b000d5a61020701c1da00da0080.jpg;poiobject:B397A973FC5E4AC5DADA5C2308D8231B
Notebook Service Centre (NSC);9;52.238807;6.855313;;;The Notebook Service Centre (NSC) of the University of Twente selects notebooks that fulfil all the requirements of your study....;"The Notebook Service Centre (NSC)
of the University of Twente selects notebooks that fulfil all the requirements
of your study. The NSC is located in the Citadel building, room H136.";Facilities;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i5a/cefa2f01036d60a200229da602fe3b0b00967961020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ib1/57858e01036d60a200229da602fe3b0b00967961020701c1da00da0080.jpg;poiobject:B397A973FC5E4AC5DADA5C2308D8231B
Hal B;13;52.23874;6.857048;;;Hal B is the main entrance for several other buildings like 'Carré', Nanolab, 'Waaier' and other connected buildings.;"Hal B is the main entrance for
several other buildings like 'Carré', Nanolab, 'Waaier' and other connected
buildings.";Buildings;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i36/6e6b47010397026d00e0d1f403723b0b00012c96030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i1c/0f4574010397026d00e0d1f403723b0b00012c96030701c1da00da0080.jpg;
Education and Research square;0;52.238559;6.855758;;;The Education and Research square is squeezed in between the 'Waaier', 'Zilverling', 'Ravelijn', 'Citadel', 'Langezijds' and the...;"The Education and Research
square is squeezed in between the 'Waaier', 'Zilverling', 'Ravelijn', 'Citadel',
'Langezijds' and the new Nanolab buildings. The multifunctional square is the
central meeting place for students and staff and is highly suitable for
large-scale events. The square has been given a complete makeover recently. New
paving and water gardens, bicycle sheds and cool red lounge sofas were
installed. Part of the square is covered by reflective coverings. Architecture by Lodewijk Baljon  The University's E&R centre is fairly compact; the buildings are close together, connected by pedestrian bridges. This urban-style proximity (an initiative of the master planner Jan Hoogstad) stands in contrast to the original campus design of large buildings in a green park. ";Buildings;Education;Research;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ia5/cc24250103165aa200b94dbe02fe3b0b00979262020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i57/aefc690103165aa200b94dbe02fe3b0b00979262020701c1da00da0080.jpg;
O&O Square;0;52.238559;6.855758;;;The O&O Square is a gathering place for students and employees. In the Summer it's a great place to take a break and enjoy the...;The O&O Square is a gathering place for students and employees. In the Summer it's a great place to take a break and enjoy the weather. Several buildings face the O&O Square, including Zilvering, Ravelijn, Citadel and Waaier. The Starbucks located in building Zilverling is easily accessible from the square. ;Buildings;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i96/020a11010325bea2003bcf5b030c3c0b00e32163030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i90/1cc1e6010325bea2003bcf5b030c3c0b00e32163030701c1da00da0080.jpg;
Bus stop UT Hallenweg;;52.238549;6.853817;;;;;Facilities;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i55/c9ee6001030a5ea2005b028a04b13b0b00d9b1c2010701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i97/005ab001030a5ea2005b028a04b13b0b00d9b1c2010701c1da00da0080.jpg;
"""Spiegel Spiegel""";12;52.238536;6.856842;;;"The 'Waaier' is a restaurant; it houses 'Spiegel Spiegel', by Jan Merx. He used a pencil to write 'C est moi' in minute...";"The 'Waaier' is
a restaurant; it houses 'Spiegel Spiegel', by Jan Merx. He used a pencil to
write 'C est moi' in minute letters, a job that took him several months. You
can also see the word 'WAAR' (true), with the 'W' written as an upside-down 'M'.
This is Merx s critical comment on science: truth has many facets.";Culture;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ia2/00538e0103c15ca200fe12eb02fe3b0b00d65e74020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ib5/d30d1e0103c15ca200fe12eb02fe3b0b00d65e74020701c1da00da0080.jpg;poiobject:A1C8D0CE949EAB5695C04D31FAE44B3D
Coffee Corner Waaier;12;52.238536;6.856842;;;The Coffee Corners in the buildings 'Ravelijn' and 'Waaier' serve an excellent cup of coffee (or tea), accompanied by a muffin...;"The Coffee Corners in the
buildings 'Ravelijn' and 'Waaier' serve an excellent cup of coffee (or tea),
accompanied by a muffin if you want.";Food & Drinks;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i63/7840260103b960a20017d4ce02fe3b0b007c8074020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i85/ad2b9a0103b960a20017d4ce02fe3b0b007c8074020701c1da00da0080.jpg;poiobject:A1C8D0CE949EAB5695C04D31FAE44B3D
Waaier;12;52.238536;6.856842;;;The 'Waaier' building accommodates the largest lecture halls of the University of Twente. Moreover the two largest halls can be...;"The 'Waaier' building accommodates the largest
lecture halls of the University of Twente. Moreover the two largest halls can
be interconnected by means of flexible partitioning. The result is one large
hall which can seat as many as 750 people. The building is used for lectures,
conferences and academic ceremonies, such as doctoral degree ceremonies and
inaugural lectures. The student restaurant (mensa) is also located in the
Waaier. Students and staff can come here for hot meals, sandwiches and snacks. The building has been completely renovated recently. ";Buildings;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i2c/012b350103c3056d0062c8f403723b0b001770f9030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/icd/c763390103c3056d0062c8f403723b0b001770f9030701c1da00da0080.jpg;
Carré;15;52.238451;6.858422;;;The complex of buildings 'Carré' was put into use in 2010. It is the heart of the Education and Research Centre. The square...;"The complex of buildings 'Carré'
was put into use in 2010. It is the heart of the Education and Research Centre.
The square shaped, five-floor building is situated around a courtyard. Because
of its shape, the building has no dead ends. It houses offices, lecture halls,
practice halls and a wide range of laboratories of several faculties, like Science
and Technology, Electrical Engineering and Mathematics and Computer Science.
The building has a direct connection with the MESA+ Nanolab and the 'Waaier' building.";Buildings;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie0/472f2d01032bff6c0085e4f403723b0b00bb6d8d030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ia5/8e25e701032bff6c0085e4f403723b0b00bb6d8d030701c1da00da0080.jpg;
Carré roof painting;15;52.238451;6.858422;;;The top floors of 'Carré', which is designed by Jan van der Ploeg, offer an excellent view of the laboratory roof in the...;"The top floors
of 'Carré', which is designed by Jan van der Ploeg, offer an excellent view of
the laboratory roof in the quadrangle. Semicircles in wide swathes of colour
compensate for the building s whiteness. Powerful colours, simple forms, clean
lines: it is obvious that Van der Ploeg follows the tradition of
neoplaticism. ";Culture;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ice/81272101032861a200016aec02fe3b0b009a1f60020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ide/9d4f7f01032861a200016aec02fe3b0b009a1f60020701c1da00da0080.jpg;poiobject:E9C23F8347EA6CD48CF31C6818D5203F
Faculty EWI - Carre;15;52.238451;6.858422;;;Welcome to the Faculty of Electrical Engineering, Mathematics and Computer Science. These three disciplines shape Information...;"Welcome to the Faculty of
Electrical Engineering, Mathematics and Computer Science. These three
disciplines shape Information and Communication Technology at the University of
Twente. ICT is more than communication. Mathematics, electronics and computer
technology are present in almost all products, and ICT nowadays contributes to
all of societies' activities. It is no longer about gadgets that we do or do
not want to use. The real integration of ICT is just beginning. What we need is
more intelligence in our systems and improvement of their natural interaction
with humans.";Education;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie0/472f2d01032bff6c0085e4f403723b0b00bb6d8d030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ia5/8e25e701032bff6c0085e4f403723b0b00bb6d8d030701c1da00da0080.jpg;poiobject:E9C23F8347EA6CD48CF31C6818D5203F
Faculty TNW;15;52.238451;6.858422;;;The Faculty of Science and Technology.;"Within this faculty research
is focused on nanotechnology, biomedical engineering, clinical technology,
sustainable energy technology and smart devices. There is a strong
collaboration with industrial partners and other national and international
research institutes. Research is funded to a large extent by industrial and
other external partners, as well as by science foundations. We offer a range of
bachelor and master courses in Chemical Engineering, Applied Physics,
Biomedical Technology, Technical Medicine, Advanced Technology, as well as a
master in Nanotechnology.";Education;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie0/472f2d01032bff6c0085e4f403723b0b00bb6d8d030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ia5/8e25e701032bff6c0085e4f403723b0b00bb6d8d030701c1da00da0080.jpg;
The Experimental Centre for Technical Medicine (ECTM);15;52.238451;6.858422;;;The Experimental Centre for Technical Medicine (ECTM) is a centre for medical innovation, aimed at research and education in the...;"The Experimental Centre for
Technical Medicine (ECTM) is a centre for medical innovation, aimed at research
and education in the field of technology and medicine. It educates students in
Technical Medicine and provides training courses for a range of medical
professionals. The ECTM has, among other things, an intensive care set-up (for
training purposes) and an operating theatre with state-of-the-art (simulation)
technology. Furthermore, the facilities are suitable for carrying out research
on human subjects, as well as for testing new medical technology. For more
information, contact the secretary's office via ECTMsecretariatTNW@utwente.nl
or +31 53 489 4757.";Research;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i8d/56759a01038b5ba200b3043f04fe3b0b003f6b60020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i64/1ede4601038b5ba200b3043f04fe3b0b003f6b60020701c1da00da0080.jpg;poiobject:E9C23F8347EA6CD48CF31C6818D5203F
Xerox Service Center Carré;15;52.238451;6.858422;;;Xerox is our partner for printing and copying on the campus.;"Xerox is our partner for
printing and copying on the campus.";Facilities;Shops;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i1a/375a4d01036861a2000905f202fe3b0b00e58b60020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i77/3f560801036861a2000905f202fe3b0b00e58b60020701c1da00da0080.jpg;poiobject:E9C23F8347EA6CD48CF31C6818D5203F
ThermoPlastic Composite Research Center;;52.23836;6.844482;;;ThermoPlastic Composite Research Center (TPRC) is a collaboration project between industrial parties (Boeing, TenCate, Stork...;"ThermoPlastic Composite
Research Center (TPRC) is a collaboration project between industrial parties
(Boeing, TenCate, Stork Fokker) and the University of Twente. This research centre
carries out research into thermoplastic composites. These lightweight materials
are increasingly being put to use in the aviation and automotive industries.
The laboratory of TPRC is located on the premises of the University of Twente. More information: www.tprc.nl.";Research;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i34/452b7d0103215ba200a3743b04fe3b0b00bf2e71020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ic0/8cd12e0103215ba200a3743b04fe3b0b00bf2e71020701c1da00da0080.jpg;
Parking P0;;52.238287;6.85431;;;;;Parking;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ib4/10a5bd0103b257a200ac526504b13b0b00ab0dc8010701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ief/676d470103b257a200ac526504b13b0b00ab0dc8010701c1da00da0080.jpg;
Bus stop Kennispark;;52.238267;6.850319;;;;;Facilities;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i92/82b8ce0103095ea200978e7404b13b0b00f641c2010701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/icb/c636c60103095ea200978e7404b13b0b00f641c2010701c1da00da0080.jpg;
Pavement;;52.238043;6.859696;;;Take a look at the pavement as you walk between the cooling pond and the 'Horst': pebbles in pink, yellow, and grey. From a...;"Take a look at the pavement as
you walk between the cooling pond and the 'Horst': pebbles in pink, yellow, and
grey. From a distance you can make out a large oval and three smaller ones, as
well as a triangle and an arc. The perspective is slightly distorted, just like
that of the pond, which looks square, circular or oval, depending on where you
stand. This architecture is a design by Frank Sciarone.";Culture;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i06/92b51b0103fa60a200679ee702fe3b0b000be565020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i42/53cfa40103fa60a200679ee702fe3b0b000be565020701c1da00da0080.jpg;poiobject:3C4A25C0310E988682272B6AA3EF29DF
"""De drie watervlaggen""";;52.237997;6.855737;;;When the fountain is in operation, water flows out of the pillars and clatters into saucers. This work by Jo Pessink is bold and...;"When the fountain is in operation,
water flows out of the pillars and clatters into saucers. This work by Jo
Pessink is bold and powerful and devoid of any decorative frippery. This is why
it is so well suited to the campus. In the 1970s students and staff chose itas the best design for this location. Nowadays
the fountain marks the boundary between the E&R square and the Gallery, an
innovative business centre.";Culture;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ifa/941e360103b25aa2000291ed02fe3b0b00970c54020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ica/edb67c0103b25aa2000291ed02fe3b0b00970c54020701c1da00da0080.jpg;
Kennispark Station;;52.237919;6.840169;;;'Kennispark Station' is a train and bus station. It serves as a hub for the recreation area, University and Business and Science...;"'Kennispark Station' is a
train and bus station. It serves as a hub for the recreation area, University
and Business and Science Park.";Facilities;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ib3/bc9dba0103f85da20086c07e04fe3b0b00e15c67020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ic3/49d8fa0103f85da20086c07e04fe3b0b00e15c67020701c1da00da0080.jpg;
Buste Harry van den Kroonenberg;;52.237866;6.860007;;;Rector Harry van den Kroonenberg opened up the university to the world outside in the 1980s. He introduced the term...;"Rector Harry van den
Kroonenberg opened up the university to the world outside in the 1980s. He
introduced the term  enterprising university . The University of Twente
strengthened its ties with the regional business community and developed
market-oriented education and research. This bronze bust was unveiled on the
50th anniversary of the university s foundation. The artist is Van den
Kroonenberg s daughter, Mohana.";Culture;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/if6/6552b60103a460a2004c13e002fe3b0b0029cc5e020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i8b/e06a2c0103a460a2004c13e002fe3b0b0029cc5e020701c1da00da0080.jpg;
Designlab;17;52.237649;6.85501;;;In the Designlab engineers, designers and behavioural scientists work together on innovative solutions for perceived problems....;"In the Designlab engineers,
designers and behavioural scientists work together on innovative solutions for
perceived problems. They are able to test their concept or prototype
immediately, making use of, for example, a 3-D printer or a pair of virtual
reality glasses. Research topics are not only provided by research groups of
the university, but also by companies, governments and social organizations.";Education;Research;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i93/cd655501031a59a200ab4a3304fe3b0b005e0370020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i28/4ee53d01031a59a200ab4a3304fe3b0b005e0370020701c1da00da0080.jpg;poiobject:FA72D2C27DDADA74A56E5C714176A006
Kennispark Twente;17;52.237649;6.85501;;;In Enschede you'll find the flagship innovation campus 'Kennispark'. This innovation campus is home to over 380 innovative...;"In Enschede you'll find the
flagship innovation campus 'Kennispark'. This innovation campus is home to over
380 innovative companies and as such it is the largest innovation campus in the
Netherlands. The Dutch government also recognizes 'Kennispark' as one of the
most important innovation campuses for the Dutch economy. 'Kennispark Twente'
was proclaimed Best Business Park in the Netherlands in 2013.";Companies;Facilities;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i4d/446b1501032b59a200d912fe02fe3b0b008ec870020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i17/63680d01032b59a200d912fe02fe3b0b008ec870020701c1da00da0080.jpg;poiobject:FA72D2C27DDADA74A56E5C714176A006
Restaurant and Grand Café Gallery;17;52.237649;6.85501;;;The restaurant at visitors centre the 'Gallery' offers a perfect lunch amid the dynamic atmosphere of startups and entrepeneurs.;"The restaurant at visitors
centre the 'Gallery' offers a perfect lunch amid the dynamic atmosphere of
startups and entrepeneurs.";Food & Drinks;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i2e/3d523d0103675ea2005780c3021e3c0b00752125020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ieb/19d6b90103675ea2005780c3021e3c0b00752125020701c1da00da0080.jpg;poiobject:FA72D2C27DDADA74A56E5C714176A006
The Gallery;17;52.237649;6.85501;;;Over the next few years this elongated building will be redeveloped into 'The Gallery': a centre for innovative companies,...;"Over the next few years this
elongated building will be redeveloped into 'The Gallery': a centre for
innovative companies, situated on the border of the university campus and the
Business & Science Park. The building will act as a link between education,
science and the market. Among other things it will serve as a showcase for
knowledge-intensive activities.";Buildings;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/iaf/8e37ce010347056d00fecaf403723b0b00f225d2030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ied/961c82010347056d00fecaf403723b0b00f225d2030701c1da00da0080.jpg;
The Science Shop;17;52.237649;6.85501;;;The Science Shop at the University of Twente, which is part of Kennispark Twente, is a customer-oriented organization that...;"The Science Shop at the
University of Twente, which is part of Kennispark Twente, is a
customer-oriented organization that mediates between demand for scientific
knowledge and the expertise available at the University of Twente.



Among the shop s customers are
non-profit organisations, private citizens, action/interest groups and, under
certain conditions, small and medium-sized businesses.";Education;Research;Facilities;http://campusapp.webhare-test.utsp.utwente.nl/.uc/iaf/8e37ce010347056d00fecaf403723b0b00f225d2030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ied/961c82010347056d00fecaf403723b0b00f225d2030701c1da00da0080.jpg;poiobject:FA72D2C27DDADA74A56E5C714176A006
Parking The Gallery (backside);;52.237623;6.853902;;;;;Facilities;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i8f/9676da0103d85ba200ad357a04b13b0b0012a3cd010701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i69/a7c0640103d85ba200ad357a04b13b0b0012a3cd010701c1da00da0080.jpg;poiobject:FA72D2C27DDADA74A56E5C714176A006
"""De Trom""";;52.237623;6.858666;;;'De Trom' is a design by Evert Strobos. As one of his early works, it is constructed in polyester, a material he never used...;"'De Trom' is a design by Evert
Strobos. As one of his early works, it is constructed in polyester, a material
he never used again. The flamboyant colour is atypical for his later work as
well. Apart from that, it is a typical Strobos, striking a powerful note in the
landscape: monumental, sober and rhythmic. ";Culture;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i51/2b4e3201031060a20043f4e202fe3b0b00ca7a54020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/id1/d1348801031060a20043f4e202fe3b0b00ca7a54020701c1da00da0080.jpg;
Technohal (former Artez);18;52.237563;6.856488;;;The art academy ArtEZ used to be located here, but has moved to the city of Enschede. The building is empty right now and is...;"The art academy ArtEZ used to
be located here, but has moved to the city of Enschede. The building is empty
right now and is waiting for a new department to move in.";Buildings;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i2d/d6098d01037b5ea200d1f3b002fe3b0b0042936f020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i6e/35ff2a01037b5ea200d1f3b002fe3b0b0042936f020701c1da00da0080.jpg;
MESA+;16;52.237502;6.857911;;;MESA+ is one of the world's largest nanotechnology research institutes. The 525 scientists engage themselves with...;"MESA+ is one of the world's
largest nanotechnology research institutes. The 525 scientists engage
themselves with semiconductors, life sciences, food technology, sensor
technology and energy. MESA+ has a structure containing five research clusters
(Strategic Research Orientations): Applied NanoPhonotics, NanoMaterials for
Energy, Enabling Technologies, Nanotechnology for Innovative Medicine, as well
as Risk analysis and Technology Assessment.";Research;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/id6/f8f08d0103c6036d005ad5f403763b0b0081895c020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3f/bc52f80103c6036d005ad5f403763b0b0081895c020701c1da00da0080.jpg;poiobject:C74624427ABEF4331EEBD69316EAEE23
Nanolab;16;52.237502;6.857911;;;The MESA+ Nanolab is among the world's most cutting-edge laboratories for nanotechnology. It has been designed by Jan Hoogstad....;"The MESA+ Nanolab is among the world's most
cutting-edge laboratories for nanotechnology. It has been designed by Jan
Hoogstad. In this laboratory, research is conducted on the scale of nanometres;
the scale of atoms and molecules. A nanometre is one million times smaller than
a millimetre. Research on such small particles sets high demands to a building.
Temperature, incidence of light and air humidity are to be kept at a constant
level. Even the smallest vibration can have disastrous results. Because dust
particles can also be fatal to nano products in the making, the nanolab has
1000m2 of cleanrooms and the researchers wear protective clothing
and gloves. Researchers in the lab work on challenging projects, like for
instance smart materials for solar cells, a pill that can trace bowel cancer or
complete laboratories no larger than a stamp. The MESA+ Nanolab is connected to
the 'Carré' building and doesn't have an own entrance. ";Culture;Buildings;Research;http://campusapp.webhare-test.utsp.utwente.nl/.uc/id6/f8f08d0103c6036d005ad5f403763b0b0081895c020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3f/bc52f80103c6036d005ad5f403763b0b0081895c020701c1da00da0080.jpg;
BioNanolab;21;52.237463;6.860203;;;The Bio-Nano Laboratory, located in the 'Zuidhorst' building, is intended for research on cell analysis, protein structures and...;"The Bio-Nano Laboratory,
located in the 'Zuidhorst' building, is intended for research on cell analysis,
protein structures and membranes. The equipment with microscopic and
spectroscopic technology is located in an air-conditioned room. In addition,
there is a so-called ML-II laboratory with a cell analysis system. More
information? Visit the website of the (Bio)Nano lab or contact Gerard Roelofs,
head of the (Bio)Nano lab, via g.p.m.roelofs@utwente.nl / +31 53 489 6773.";Research;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i11/e1ff570103f057a20009b13a041e3c0b00340c23020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/iea/9950e40103f057a20009b13a041e3c0b00340c23020701c1da00da0080.jpg;poiobject:3C4A25C0310E988682272B6AA3EF29DF
Canteen Horst;21;52.237463;6.860203;;;You are in for a lunch sandwich, cup of soup or a hot snack? Then the canteen located in 'Horst' (building 20) is the place to...;"You are in for a lunch
sandwich, cup of soup or a hot snack? Then the canteen located in 'Horst'
(building 20) is the place to be.";Food & Drinks;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i22/a6e4ad01037657a2003b60c302fe3b0b00055565020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/iac/3b874601037657a2003b60c302fe3b0b00055565020701c1da00da0080.jpg;poiobject:3C4A25C0310E988682272B6AA3EF29DF
Faculty CTW;21;52.237463;6.860203;;;The Faculty of Engineering Technology.;"The Faculty of Engineering
Technology (ET, in Dutch also called CTW), is one of the five faculties at the
University of Twente. ET combines Mechanical Engineering, Civil Engineering and
Industrial Design Engineering. The faculty has approximately 1800 bachelor's
and master's students, 300 employees and 150 PhD candidates. The faculty is
organized by means of a matrix-structure: the departments cooperatively conduct
the educational programmes and participate in interdisciplinary research
projects, programmes and the following research institutes: MIRA, CTIT and IGS.";Education;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/i2d/55c2f20103e6026d00ebd0f403723b0b007710ac030701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/if1/cd671e0103e6026d00ebd0f403723b0b007710ac030701c1da00da0080.jpg;poiobject:3C4A25C0310E988682272B6AA3EF29DF
Horst;21;52.237463;6.860203;;;This large complex of buildings is the home base of several faculties and institutes. For example, the laboratories of the...;"This large complex of
buildings is the home base of several faculties and institutes. For example,
the laboratories of the research institute MIRA, the institute for biomedical
technology and technical medicine of the University of Twente are located here.
Leading research into how stem cells can be induced to form new bone tissue is
conducted here. The complex also houses several departments of the faculty of
Engineering Technology. Besides that students attend lectures of the Science
and Technology and Engineering Technology faculties in here.   Horst by van Mourik & Du Pon/ Van Mourik & Vermeu len  Horst Tower, an important landmark on the campus, also has its origin in the New Objectivity. The tower clearly demonstrates the principle of the separation of functions: supporting functions such as elevators, emergency staircase, washrooms and air conditioning are installed in thehuge concrete shafts. ";Buildings;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/id5/d959c101039057a2003d63ad02fe3b0b008dfc64020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/iea/43299b01039057a2003d63ad02fe3b0b008dfc64020701c1da00da0080.jpg;
MIRA;21;52.237463;6.860203;;;MIRA is one of the largest and best research institutes in the world in the field of biomedical technology and technical...;"MIRA is one of the largest and
best research institutes in the world in the field of biomedical technology and
technical medicine. Over 300 researchers of MIRA focus on top technology for
patients. They work from three different perspectives: Imaging &
Diagnostics, Neural & Motor Systems and Bionano Technology.";Research;;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/id3/fd71780103525ba20098ad2504fe3b0b00c7c465020701c13c03000080.jpg;;http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie7/477d6e0103525ba20098ad2504fe3b0b00c7c465020701c1da00da0080.jpg;poiobject:3C4A25C0310E988682272B6AA3EF29DF
